Timestamp,"1. Actualmente ¿trabajas en arqueología? 
",2. ¿Con que género te identificas?,3. ¿En qué rango de edad te encuentras?, 4. ¿En cuál de las siguientes áreas has desarrollado principalmente tu trabajo?  ,"5. Actualmente, ¿cómo obtienes tus ingresos relacionados con arqueología? Puedes seleccionar varias opciones",6 ¿Cuántos años tienes de experiencia en Arqueología?,"7. ¿Cuál es tu nivel de formación académica?
"," 8. ¿Cuál es tu ingreso mensual promedio relacionado con la arqueología?  Si tienes varias fuentes, un promedio general","9. ¿En qué departamento realizas la mayor parte de tu trabajo? Si tienes varios, elige los 2 más significativos. También aplica trabajo académico","10. En tu experiencia, ¿qué factor ha tenido mayor impacto en tus ingresos como arqueólog@?  Lo que mas te ha ayudado a subir tu salario considerablemente",11. ¿Cuál es actualmente tu cargo o rol en arqueología?,"  12. ¿En qué tipo de proyecto o empresa trabajas principalmente?  Si tienes varios, elige el más importante",13.Tus ingresos en arqueología son...,"14. En un mes típico, ¿cuántos días realizas trabajo de campo?",15. ¿Cuántas personas tienes a cargo dentro de tu proyecto o empleo?,16. ¿Cuáles de herramientas tecnológicas utilizas más para tus trabajos en arqueología? Elige todas las que sepas manejar,"17. ¿En que grado, consideras tú que es el mayor problema del mercado laboral de la Arqueología en Colombia? Elige el que consideras más relevante",18. ¿Valió la pena para ti hacer posgrado en arqueología? A nivel de salario y desarrollo profesional,"19. ¿En qué área está tu posgrado? Especialización, maestría o doctorado. Elige solo una","20. Según tu experiencia y lo que notas, ¿crees que tu remuneración actual es..?","21. Si pudieras cambiar una sola cosa para mejorar la profesión de los arqueólogos en Colombia, ¿cuál sería?","22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte
6/16/2026 23:23:28,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Pregrado,De 5 millones a 6 millones,Caldas,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 4 a 10 personas,"Excel, Word, Fotogrametría",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,5,"Me gusta trabajar en arqueología cada campo es una experiencia nueva, nuevos aprendizajes en mi vida laboral y personal."
6/17/2026 7:44:11,No,Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Nunca he ganado ingresos, Investigación en laboratorio",Menos de 1 año,Pregrado,Nunca he ganado nada,Bogotá D.C.,Años de experiencia,Auxiliar de arqueología,Universidad,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",Otro,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,4,Quisiera encontrar empleo
6/17/2026 7:48:12,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Trabajador independiente, Divulgacion cientifica",4 a 6 años,Maestría,De 2 millones a 2.5 millones,"Valle del Cauca, México",Tus buenos contactos y tu red profesional,Investigador independiente,Escuelas o colegios,Ocasionales o esporádicos,No realizo trabajo de campo,Ninguna,"Excel, Word, SPSS, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Poca oferta de empleos,"El posgrado es relevante, me dió mucha claridad conceptual y epistemica, sin embargo, actualmente no lo ejecuto formalmente en mi trabajo, soy docente de Política Global.",Arqueometría. Ciencias de datos. Ingeniería de sistemas. Analítica de datos. Inteligencia artificial,Algo menor de lo que debería ganar,Más oportunidades de empleo,5,"Amo la arqueología, pero lamentablemente en Colombia no he encontrado posibilidad de trabajar, aunque he mandado hoja de vida a todas partes"
6/17/2026 11:25:49,"No actualmente, pero lo he hecho antes",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Beca,7 a 10 años,Especializacion,De 4 millones a 5 millones,"Bogotá D.C., Antioquia","Nivel de formacion academica (especializacion, maestria, doctorado)",Semillerista - Estudiante,Consultoría ambiental o estudios de impacto,Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,"Excel, Word, Google Sheets, QGis, ArcGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Bajos salarios,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,No sé cuánto debería ganar realmente,Mejor capacitación técnica,4,.
6/17/2026 12:49:02,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,Entre 1 a 3 años,Pregrado,Menos de 2 millones de pesos,Boyacá,Tus buenos contactos y tu red profesional,Arqueólogo,"Trabajo independiente, freenlance o por proyectos",Variables. Depende de contratos,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de claridad en tarifas u honorarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,2,Ninguna 
6/17/2026 14:00:35,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Meta,Ninguno se tiene en cuenta ,Auxiliar de arqueología,Empresas petroleras o de extracción de gas,Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,"Excel, Word, QGis, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,1,No estudien arqueología o Antropología 
6/17/2026 16:12:14,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",No ejerzo ,Menos de 1 año,Pregrado,De 2.5 millones a 3 millones,Antioquia,Tener RNA,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ninguno,Más de 15 días,Ninguna,"Excel, Word, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Falta de estabilidad laboral,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,"Inestabilidad laboral, trabajo muy pesado con bajos salarios"
6/18/2026 14:49:53,"Si, es mi profesión principal",Hombre,50 años o más,Ambas por igual,Empleado directo de tiempo completo,11 y 15 años,Doctorado,Prefiero no responder,"Chocó, Guaviare","Nivel de formacion academica (especializacion, maestria, doctorado)",Arqueólogo,ICANH,Muy estables. Cuento siempre con un salario fijo,3 meses al año,De 1 a 3 personas,"QGis, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de reconocimiento profesional,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Aproximadamente lo que debería ganar,El pensum de las universidades,5,"La arqueología en Colombia se puede volver más fuerte e incidir más si logra organizarse con métodos compartidos, mejorar la formación en método y técnica arqueológica, superar la metodología Pittsburg"
6/18/2026 16:32:40,Soy docente de bioarqueología en una universidad pública,Trans,50 años o más,Ambas por igual,Docencia e investigación universitaria,11 y 15 años,Posdoctorado,Más de 10 millones,"Cauca, Nariño, Valle del Cauca",Saber matemáticas y estadística,"Profesor de antropología, arqueología o afines",Universidad,Muy estables. Cuento siempre con un salario fijo,11 a 15 días,De 4 a 10 personas,"Excel, Word, SPSS, Google Maps, Fotogrametría",La información es muy dispersa,Definitivamente. Mejoró mis oportunidades y mi salario,Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nutrición. Paleoantropologia. Biología molecular.,Aproximadamente lo que debería ganar,Más regulación del sector,5,"Debo formar bioarqueologos, arqueologos, antropólogos forenses y expertos en Conflicto, he notado que en estas áreas hay mejoras los últimos 15 años, pero también hay nuevas  tensionas en  particular con las empresas privadas que contratan mis estudiantes, no son respetuosas, no pagan bien, abusan de su posición y la inestabilidad laboral no colabora en esta situación, la verdad deberían ser más reguladas igual como ocurre en otros países como Canadá donde estudie, ahí todo es más claro desde el principio, no es perfecto pero es más claro en que te metes."
6/18/2026 17:19:24,"Si, es mi profesión principal",Hombre,46 años -50 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Docencia e investigación universitaria,11 y 15 años,Doctorado,9 millones a 10 millones,Cauca,"Nivel de formacion academica (especializacion, maestria, doctorado)","Profesor de antropología, arqueología o afines",Universidad,Variables. Depende de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, AutoCAD, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, SURFER",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,5,"La lista es larga de cosas por decir, pero solo mencionaré algunas, relacionadas con la profesión de la arqueología en nuestro país:
-Hay un marcado individualismo entre los arqueólogos, especialmente entre aquellos que les ha ido bien laboralmente. Desisten de cualquier debate sobre regulación de salarios. Lo consideran una amenaza a su estatus quo, aun cuando los posibles beneficiados sean otros colegas.
-La arqueología, especialmente la preventiva, se convirtió en una técnica de gestión de patrimonio, no hay, con raras excepciones, un interés en responder preguntas antropológicas. O las preguntas son irrelevantes o no contestadas.
-El arqueólogo auxiliar o asistente es separado de la producción del conocimiento. Solo realiza las actividades que se le indica sin especificarle las razones de esas actividades.
-Hay una fuerte explotación laboral de los trabajadores de la arqueología, especialmente en días de trabajo continuo.
-Los antropólogos que no son arqueólogos son vistos como una amenaza a la disponibilidad de empleo; sin embargo, los propios arqueólogos son quienes contratan a estos antropólogos sin conocimiento en arqueología (con el riesgo a la destrucción del patrimonio que esto conlleva)."
6/18/2026 17:28:28,"Si, es mi profesión principal",Hombre,46 años -50 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Docencia e investigación universitaria,11 y 15 años,Doctorado,Más de 10 millones,Boyacá,"Producción de artículos, libros, etc","Profesor de antropología, arqueología o afines",Universidad,Muy estables. Cuento siempre con un salario fijo,Depende del mes,De 1 a 3 personas,"Excel, Word, ArcGis, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Exceso de informalidad,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,No sé cuánto debería ganar realmente,Mejor capacitación técnica,5,Ufff demasiadas para un formulario...
6/18/2026 19:40:02,"Si, es mi profesión principal",Hombre,50 años o más,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Docencia e investigación universitaria,11 y 15 años,Doctorado,7 millones a 8 millones,"Bolivar, Córdoba, Sucre","Producción de artículos, libros, etc","Profesor de antropología, arqueología o afines",Universidad,Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 4 a 10 personas,"Excel, Word, Google Sheets, Python, SPSS, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,5,Espero que nos puedan compartir los resultados de la investigación.
6/19/2026 14:12:38,"Si, es mi profesión principal",Mujer,46 años -50 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Docencia e investigación universitaria,11 y 15 años,Doctorado,7 millones a 8 millones,Bogotá D.C.,"Nivel de formacion academica (especializacion, maestria, doctorado)","Profesor de antropología, arqueología o afines",Universidad,Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,Ninguna,"Excel, Word, SPSS, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nutrición. Paleoantropologia. Biología molecular.,Algo menor de lo que debería ganar,Mayor estabilidad laboral,5,no desligo la antropología de la arqueología por lo que me considero una antropologa que se hace preguntas del pasado 
6/19/2026 14:25:30,"No actualmente, pero lo he hecho antes",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",por ahora no genero ingresos ,Menos de 1 año,Pregrado,Menos de 2 millones de pesos,Bogotá D.C.,Tus buenos contactos y tu red profesional,desempleada,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ocasionales o esporádicos,No realizo trabajo de campo,Ninguna,"Excel, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,1,"Elegir la carrera parece por hobbie, lo malo es elegirla siendo una persona pobre que espera poder vivir de ello y se enfrenta al nomadismo laboral, la falta de empleo, pagas precarias e inestabilidad laboral. "
6/19/2026 14:49:15,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,"Antioquia, Cesar",Habilidades de comunicación y persuasión,Arqueólogo,Instituciones gubernamentales,Muy estables. Cuento siempre con un salario fijo,11 a 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas u honorarios,"No tengo título de posgrado aún, pero quiero hacerlo",Administración. Economia. Gerencia de proyectos.,Mucho menor a la que debería ganar,Más regulación del sector,5,Es fundamental fortalecer la ética y las habilidades de gerencia 
6/19/2026 15:57:27,"No actualmente, pero lo he hecho antes",Hombre,50 años o más,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Docencia e investigación universitaria, Consultoria",11 y 15 años,Posdoctorado,De 5 millones a 6 millones,Magdalena,Saber bucear,"Profesor de antropología, arqueología o afines",Universidad,Variables. Depende de contratos,No realizo trabajo de campo,De 1 a 3 personas,"Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis",Falta de claridad en tarifas u honorarios,Considero que el posgrado no es relevante,Antropología en general o arqueología,Aproximadamente lo que debería ganar,Mejor claridad en los honorarios o sueldos,2,"Mi campo de experiencia a lo largo de los años ha ido de la arqueología, en especial la histórica, hacia estudios del patrimonio. Esto me ha conectado con discusiones de arqueología indígena, pero no estoy seguro de que la arqueología indígena sea un tipo especial de arqueología. La arqueología histórica me ha conectado con el estudio de patrimonio cultural sumergido que es un campo de estudio aparentemente emergente. En la medida en que el Estado propuso normativas para regular el campo, la normalización salarial hizo que lo que era una buena oportunidad laboral, comenzara a ser precaria. En la actualidad mi trabajo tiene que ver más con el patrimonio y la docencia universitaria interdisciplinaria, así que no sé si mi visión de la arqueología sirva de algo."
